file_id;id;class
8;14;19
8;15;11
8;16;11
8;17;11
8;18;35
8;19;24
8;20;3
8;21;24
8;22;24
8;23;19
8;24;27
8;25;32
8;26;38
8;27;38
8;28;24
8;29;19
8;30;19
8;31;19
8;32;19
8;33;19
8;34;19
8;35;11
8;36;35
8;37;11
8;38;15
8;39;15
8;40;20
8;41;24
8;42;35
8;43;21
8;44;21
8;45;21
8;46;19
8;47;19
8;48;19
8;49;24
8;50;19
8;51;19
8;52;19
8;53;15
8;54;15
8;55;20
8;56;20
8;57;21
8;58;21
8;59;17
8;60;21
8;61;17
8;62;22
8;63;19
8;64;20
8;65;35
8;66;19
8;67;35
8;68;20
8;69;35
8;70;24
8;71;24
8;72;28
8;73;29
8;74;27
8;75;11
8;76;35
8;77;19
8;78;36
8;79;37
8;80;38
8;81;38
8;82;38
8;83;22
8;84;35
9;1;2
9;2;5
9;3;3
9;4;7
9;5;2
9;6;27
9;7;2
9;8;1
9;9;10
9;10;10
9;11;35
9;12;16
9;13;3
9;14;1
9;15;19
9;16;11
9;17;19
9;18;1
9;19;19
9;20;19
9;21;10
9;22;10
9;23;10
9;24;10
9;25;10
9;26;10
9;27;11
9;28;10
9;29;10
9;30;10
9;31;10
9;32;10
9;33;17
9;34;17
9;35;21
9;36;17
9;37;17
9;38;15
9;39;27
9;40;15
9;41;22
9;42;1
9;43;22
9;44;1
9;45;24
9;46;24
9;47;24
9;48;24
9;49;32
9;50;36
9;51;36
9;52;31
9;53;24
9;54;38
9;55;11
9;56;11
9;57;11
9;58;11
9;59;11
9;60;11
9;61;11
9;62;11
9;63;19
9;64;20
9;65;21
9;66;17
9;67;21
9;68;28
9;69;29
9;70;36
9;71;26
9;72;37
9;73;24
9;74;38
9;75;38
9;76;38
10;1;2
10;2;2
10;3;2
10;4;3
10;5;4
10;6;30
10;7;30
10;8;30
10;9;30
10;10;30
10;11;30
10;12;30
10;13;30
10;14;27
10;15;30
10;16;30
10;17;30
10;18;30
10;19;31
10;20;24
10;21;32
10;22;36
10;23;24
10;24;24
10;25;24
10;26;24
10;27;24
10;28;18
10;29;11
10;30;11
10;31;11
10;32;11
10;33;11
10;34;24
10;35;19
10;36;11
10;37;19
10;38;19
10;39;19
10;40;19
10;41;19
10;42;19
10;43;19
10;44;19
10;45;19
10;46;20
10;47;21
10;48;21
10;49;21
10;50;29
10;51;28
10;52;27
10;53;27
10;54;27
10;55;27
10;56;27
10;57;27
10;58;27
10;59;27
10;60;27
10;61;36
10;62;36
10;63;36
10;64;32
10;65;38
10;66;38
10;67;38
10;68;38
10;69;22
10;70;38
10;71;7
